age,sexe,vols_betail,injustice,mal_gouvernance,religion,pauvrete,mimetisme,politique,ignorance,probleme_education,egoisme,conflit_ethnique,chomage,orgueil
48,Femme,7,7,2,3,5,7,3,2,3,2,7,4,6
47,Homme,5,3,3,4,7,3,6,5,3,5,6,5,5
16,Homme,4,7,1,6,1,1,5,1,6,7,3,2,7
18,Femme,7,2,5,6,7,3,2,4,4,2,3,2,5
61,Femme,4,4,1,2,4,3,4,1,1,6,3,4,3
40,Homme,4,6,6,3,6,4,3,7,6,1,2,3,3
61,Femme,7,6,4,5,5,3,3,1,3,1,2,1,6
24,Homme,2,4,5,3,6,1,3,3,6,4,7,3,6
59,Homme,6,5,3,1,2,4,4,3,3,6,5,3,3
37,Homme,2,1,2,2,1,5,6,2,7,2,7,1,5
56,Femme,7,4,2,6,2,2,2,1,4,6,2,2,1
43,Homme,2,3,7,1,6,2,7,2,5,5,2,5,2
38,Homme,4,7,4,2,2,4,6,7,7,2,7,1,3
56,Homme,2,1,2,5,4,2,5,2,3,1,2,6,6
43,Homme,2,1,7,6,1,5,3,3,3,5,2,5,7
20,Femme,7,1,4,7,4,5,2,3,4,1,1,1,5
48,Homme,1,1,1,1,4,1,1,6,6,1,1,3,5
37,Femme,2,6,6,7,5,4,4,4,1,5,2,6,6
22,Homme,3,5,6,4,1,3,3,2,7,5,5,4,7
47,Homme,4,7,6,5,6,7,4,7,7,3,7,5,3
14,Homme,1,3,7,4,6,4,3,4,1,2,7,2,1
17,Homme,1,6,3,3,7,2,7,3,3,1,3,5,6
49,Homme,2,4,1,6,6,3,1,6,3,5,6,4,3
58,Homme,4,2,1,1,6,2,2,4,3,2,2,2,7
19,Homme,6,4,3,4,2,2,5,6,6,4,7,7,7
21,Homme,7,1,3,7,3,5,2,1,7,3,3,2,6
24,Homme,6,2,1,2,4,3,2,6,2,6,5,1,1
28,Homme,2,4,6,4,1,7,4,7,7,4,6,4,4
27,Homme,7,7,2,5,6,1,3,6,1,7,4,3,4
20,Homme,6,6,5,4,3,1,3,5,7,2,2,1,5
47,Homme,2,6,1,1,2,4,7,6,2,5,7,1,6
41,Homme,1,3,1,1,1,1,3,5,2,7,7,5,4
21,Homme,5,1,2,7,6,3,2,6,7,4,4,1,5
26,Femme,4,2,3,4,7,4,6,7,1,7,1,4,4
26,Homme,1,4,6,3,3,3,5,3,3,3,6,2,7
45,Femme,2,5,7,5,5,7,4,1,6,6,2,7,1
36,Homme,6,7,6,7,4,1,5,4,5,4,4,1,4
60,Femme,4,7,7,7,6,2,5,7,4,4,3,6,7
49,Homme,6,2,3,4,6,5,6,1,3,5,4,1,5
48,Homme,6,1,2,4,1,7,6,4,1,1,3,7,2
62,Homme,7,4,5,5,3,1,6,5,3,5,1,6,1
33,Homme,2,3,5,6,5,1,4,1,6,4,4,2,1
13,Homme,2,2,5,7,4,7,6,1,3,7,3,6,4
47,Femme,5,6,6,5,2,3,5,2,3,2,4,5,7
60,Homme,6,4,4,5,6,7,1,4,3,4,4,1,5
47,Femme,4,6,1,2,5,5,2,4,4,5,3,2,2
19,Femme,3,2,4,5,7,3,7,5,3,2,7,6,2
60,Homme,2,3,7,4,5,7,7,5,1,6,5,3,7
52,Femme,1,2,3,3,4,1,7,2,3,2,6,1,2
65,Femme,1,3,3,4,4,1,4,6,4,1,4,5,5
13,Homme,5,4,3,1,6,6,7,4,4,2,4,7,4
58,Femme,4,7,4,6,2,1,4,3,2,1,3,1,7
42,Homme,3,4,1,6,3,1,1,2,7,4,6,2,5
29,Femme,6,4,3,7,1,6,2,5,4,7,4,2,2
24,Homme,2,2,3,7,3,5,7,1,6,4,5,4,5
37,Femme,1,3,5,2,1,1,3,3,1,3,1,7,5
39,Homme,5,6,5,2,7,4,6,2,2,6,6,5,4
68,Homme,5,5,4,4,2,5,7,7,3,1,7,5,5
36,Homme,5,6,7,4,2,5,1,2,5,3,4,5,3
45,Homme,1,2,3,2,5,3,2,3,6,4,4,7,4
42,Homme,7,6,3,2,6,1,5,4,1,6,4,6,7
23,Homme,1,3,6,6,2,6,2,1,4,1,2,6,2
41,Homme,3,6,5,6,3,5,5,5,1,4,7,2,1
28,Homme,1,5,4,7,4,1,6,4,2,7,1,6,1
25,Homme,7,4,6,6,6,1,5,1,1,4,5,6,5
68,Femme,2,5,5,5,5,5,3,4,7,2,2,5,5
48,Homme,3,4,5,3,4,4,4,2,1,5,3,7,1
65,Homme,1,3,3,3,4,5,3,6,2,6,5,5,6
56,Homme,7,1,5,7,7,5,5,5,1,3,4,7,3
29,Homme,7,1,5,3,2,3,5,3,3,6,3,1,3
37,Homme,5,7,1,1,4,6,7,6,4,2,1,6,2
18,Homme,6,3,6,4,4,3,5,4,3,4,7,7,1
31,Homme,6,2,7,6,4,2,2,2,1,3,1,1,5
26,Femme,4,5,4,6,3,6,6,7,6,2,5,3,1
56,Femme,2,3,5,3,2,5,5,3,5,1,2,4,5
38,Homme,3,4,2,6,4,1,4,6,1,6,7,7,2
35,Homme,1,1,3,4,6,7,3,4,4,1,5,6,3
69,Homme,4,3,5,2,5,1,6,4,5,5,5,6,5
29,Homme,5,6,3,1,7,7,4,4,1,6,3,5,4
18,Homme,2,7,6,6,2,4,5,6,4,7,1,4,6
67,Homme,1,1,3,3,6,5,4,4,6,2,1,4,2
52,Homme,6,6,4,6,3,5,7,5,2,4,4,3,4
17,Homme,1,7,7,4,1,2,5,4,5,7,3,6,4
69,Femme,7,1,1,6,6,2,6,7,3,6,6,7,5
27,Homme,4,6,7,5,3,2,4,1,2,7,5,7,1
48,Homme,7,1,1,3,7,6,6,7,7,3,1,6,5
15,Homme,2,2,7,5,7,4,4,2,2,7,1,6,3
13,Homme,7,7,5,2,1,1,2,7,2,7,5,2,1
31,Homme,4,6,6,4,1,2,6,7,7,3,7,3,4
67,Homme,2,4,7,7,2,6,7,2,1,3,2,1,5
33,Homme,3,3,5,1,5,3,2,7,5,3,7,4,3
47,Homme,5,6,3,2,7,2,7,7,6,4,4,7,4
24,Homme,4,5,6,1,7,4,3,3,5,3,2,7,1
26,Femme,4,6,1,4,5,7,5,1,2,3,7,7,3
24,Femme,6,3,1,6,3,1,6,3,7,3,7,6,1
58,Homme,3,1,7,5,2,5,7,3,5,3,2,2,6
33,Homme,4,7,5,3,5,3,2,7,4,7,4,6,7
59,Homme,5,7,4,7,4,2,7,4,2,1,6,5,4
23,Femme,2,7,2,1,6,6,2,3,6,6,4,4,6
46,Homme,1,5,3,7,2,2,4,3,3,3,7,7,7
68,Homme,6,5,4,5,1,4,3,7,2,5,7,7,4
51,Femme,6,5,1,4,4,4,5,1,5,6,1,3,6
38,Femme,6,6,3,5,3,5,3,1,5,6,7,7,3
52,Femme,3,1,1,5,1,7,5,1,5,4,1,1,4
36,Femme,5,5,5,7,6,1,4,6,1,3,5,3,3
53,Homme,3,7,3,2,1,7,7,3,2,4,4,5,4
13,Homme,1,6,1,3,1,6,6,7,1,7,6,1,7
16,Homme,1,7,5,5,4,6,5,4,4,7,5,2,6
70,Homme,1,5,4,1,1,4,7,7,3,6,6,3,6
33,Femme,6,7,6,4,7,2,6,3,3,3,7,1,5
68,Femme,2,7,3,3,6,5,2,7,5,1,6,5,2
57,Homme,1,2,1,1,2,7,6,1,3,7,6,2,1
64,Homme,1,2,1,7,4,5,1,1,4,6,3,5,4
14,Homme,1,4,5,6,7,1,4,5,6,4,5,1,1
53,Homme,5,5,5,1,6,4,1,7,2,4,3,6,3
30,Femme,4,5,3,4,5,3,5,7,2,1,2,2,7
45,Homme,5,2,6,5,7,2,6,1,3,3,2,3,5
24,Homme,6,6,3,5,6,4,7,4,4,2,3,3,6
57,Homme,2,1,6,7,4,2,7,5,4,1,3,7,7
31,Homme,1,2,3,2,2,2,2,5,7,6,4,7,6
66,Homme,3,4,5,7,2,5,7,3,2,1,1,1,4
59,Homme,2,1,6,1,1,1,4,7,3,2,7,7,1
17,Homme,2,1,6,1,4,2,6,2,6,6,4,7,3
22,Femme,7,6,4,3,3,4,7,3,4,7,1,4,4
65,Femme,6,4,2,7,1,3,7,7,6,5,3,5,6
62,Femme,3,2,1,2,6,1,6,3,1,4,4,5,5
56,Homme,5,3,3,4,4,2,3,6,7,3,5,4,3
63,Homme,3,6,4,1,5,5,1,7,7,2,3,3,1
23,Homme,6,5,3,5,3,5,3,5,6,2,3,7,4
41,Femme,5,4,2,6,6,6,6,6,7,1,5,3,4
42,Homme,3,2,6,5,7,6,4,5,7,1,2,6,5
56,Femme,4,2,2,2,5,4,7,4,6,4,4,6,7
39,Homme,4,3,3,2,2,7,4,2,6,2,4,6,6
57,Homme,3,4,6,2,4,2,3,7,4,4,2,1,3
17,Homme,5,5,6,7,5,3,2,3,6,2,1,1,5
46,Femme,6,5,7,4,1,3,5,3,7,2,1,7,6
26,Homme,7,3,6,7,6,4,4,3,1,7,7,5,2
26,Homme,7,2,5,6,6,1,4,4,6,3,3,1,7
30,Homme,3,5,5,1,5,1,6,1,2,2,2,5,5
55,Homme,6,4,7,1,4,3,5,2,3,7,7,6,5
34,Femme,3,6,1,3,6,4,2,4,7,4,5,3,5
27,Femme,1,5,7,5,6,6,2,2,1,4,6,3,5
51,Femme,7,6,3,5,7,5,5,2,2,2,5,7,3
50,Homme,2,2,7,3,4,4,3,2,1,3,3,2,6
23,Homme,5,4,7,6,6,5,5,3,5,1,1,1,3
20,Femme,6,4,6,2,2,6,4,6,3,5,1,5,4
13,Femme,4,3,2,6,4,6,1,2,3,2,2,6,4
35,Homme,1,3,7,2,4,3,4,2,4,5,2,3,6
68,Homme,4,1,6,6,5,2,7,5,3,5,1,7,1
39,Homme,5,7,5,1,7,3,4,7,4,6,6,4,2
59,Homme,4,6,4,6,5,2,3,5,3,7,3,2,2
63,Homme,5,6,3,1,3,2,3,7,6,4,1,1,3
66,Homme,7,4,2,2,1,1,4,1,6,5,3,7,6
21,Femme,4,5,5,7,5,2,3,3,6,4,2,7,2
52,Femme,4,4,2,4,1,4,7,3,7,7,2,5,2
51,Homme,1,4,2,4,2,4,3,2,4,1,7,1,3
61,Homme,3,5,1,7,1,5,3,1,7,5,5,6,4
63,Homme,4,6,7,2,5,4,5,7,6,3,3,2,2
61,Homme,6,3,5,2,2,7,2,3,5,7,6,1,6
27,Homme,3,7,7,3,2,3,1,4,1,2,5,1,7
54,Femme,3,1,5,5,2,1,1,5,1,4,7,3,4
47,Homme,7,3,4,7,3,1,3,7,5,7,4,2,2
69,Homme,5,1,6,5,7,5,1,1,4,3,2,7,6
61,Homme,1,4,3,3,6,3,7,7,1,6,7,7,1
49,Homme,1,3,1,2,4,1,4,7,5,6,4,1,6
52,Homme,3,3,3,5,1,4,3,2,1,7,1,2,4
14,Homme,5,3,7,7,5,3,4,2,3,4,7,2,6
21,Femme,4,1,5,7,3,7,4,4,3,4,1,3,2
21,Homme,3,1,4,3,4,5,5,7,6,3,4,5,2
45,Femme,6,1,5,1,1,1,2,6,3,1,4,5,5
45,Homme,6,4,1,7,1,3,3,2,5,1,7,4,7
38,Homme,2,6,2,3,3,7,4,7,2,1,7,2,1
47,Homme,4,7,6,7,7,4,7,5,7,3,5,4,2
64,Femme,6,3,6,4,2,1,5,4,1,2,3,2,3
60,Femme,1,6,5,1,1,3,7,2,3,4,1,6,3
18,Homme,2,4,3,6,5,3,4,6,4,6,1,6,2
46,Homme,7,6,3,5,7,1,1,5,2,7,7,3,2
55,Homme,7,6,6,6,2,6,3,2,7,6,6,6,7
70,Homme,4,2,1,4,3,3,3,2,3,1,1,1,7
39,Homme,1,7,6,3,4,2,3,5,5,7,6,1,1
27,Homme,2,4,7,5,6,6,5,6,3,2,1,1,6
27,Homme,7,1,1,3,6,3,7,1,5,5,4,5,1
16,Homme,3,4,7,4,4,4,2,1,7,2,4,6,6
29,Homme,6,7,3,7,1,7,4,5,1,6,3,5,2
25,Homme,5,5,1,6,6,5,7,1,5,3,7,3,4
28,Femme,7,3,3,7,3,7,6,4,1,6,2,5,4
59,Femme,6,6,2,4,4,6,5,2,5,1,7,6,7
66,Femme,6,5,6,7,2,7,5,2,5,4,5,2,3
22,Homme,6,4,2,3,1,4,6,1,7,4,5,1,2
16,Homme,3,5,4,1,1,7,5,5,1,2,4,6,3
68,Homme,2,4,7,7,7,1,1,6,2,4,2,1,7
55,Homme,1,6,5,6,6,1,5,1,7,2,1,5,7
17,Homme,7,3,5,2,3,3,1,5,1,7,7,5,7
13,Homme,4,7,6,6,4,7,2,5,5,1,5,7,6
34,Homme,6,4,4,5,3,6,3,5,7,2,7,3,1
66,Homme,1,4,6,2,1,3,5,4,2,7,6,6,2
35,Homme,6,5,1,2,5,2,3,2,3,6,2,1,1
31,Femme,7,3,5,4,5,4,5,1,1,6,6,6,3
47,Homme,4,6,2,7,3,2,5,7,3,4,4,5,7
51,Femme,3,6,4,1,4,6,2,6,3,5,2,3,2
65,Femme,6,6,1,1,3,1,1,2,4,5,3,1,3
40,Homme,7,7,4,2,5,6,3,7,7,6,7,3,1
55,Homme,1,2,5,7,1,6,1,2,7,6,4,7,3
15,Homme,6,3,1,4,6,7,1,5,1,1,2,5,4
16,Homme,2,5,3,7,6,7,1,1,2,7,5,1,2
68,Homme,6,7,7,5,4,5,4,2,2,4,4,4,3
32,Homme,4,7,1,7,5,3,1,1,2,5,1,3,2
24,Femme,5,5,4,7,5,7,7,6,6,2,2,3,6
56,Femme,1,1,1,7,5,5,4,5,3,2,6,6,6
69,Homme,1,3,5,2,3,2,6,5,5,5,3,7,2
49,Homme,5,3,3,6,5,5,1,6,4,2,1,5,6
39,Homme,5,4,2,6,4,4,7,7,6,2,3,3,3
51,Homme,5,3,1,7,6,7,2,5,6,3,4,7,5
61,Femme,1,5,2,7,6,2,6,6,5,4,6,3,3
58,Homme,5,6,3,3,2,2,1,7,7,6,5,3,5
12,Homme,2,4,2,7,5,6,4,6,2,2,2,6,7
69,Homme,4,5,5,3,3,1,4,4,4,7,5,6,2
36,Femme,5,4,6,6,1,3,1,5,1,6,4,3,1
14,Homme,6,7,4,7,7,5,6,5,6,7,2,7,5
24,Femme,7,4,6,1,7,7,7,4,6,3,2,6,2
58,Femme,4,2,2,7,3,4,2,2,6,6,6,7,4
70,Homme,2,3,5,6,6,7,2,5,6,3,2,3,7
56,Homme,5,6,2,7,7,7,1,2,3,6,3,4,7
68,Femme,6,7,5,1,6,7,2,1,3,7,3,3,1
27,Homme,7,2,7,7,3,3,4,3,1,3,3,7,2
52,Homme,1,1,5,3,1,7,6,3,1,3,2,1,2
32,Homme,4,2,5,4,3,3,3,4,6,2,2,1,1
38,Femme,2,5,7,4,2,2,7,6,1,3,4,1,3
36,Femme,1,1,3,1,2,6,4,1,4,4,6,1,4
36,Homme,3,3,6,3,3,2,7,2,7,6,6,1,3
63,Homme,5,6,7,6,6,1,5,4,7,6,6,7,5
23,Homme,3,7,2,7,4,3,4,1,7,3,6,1,3
44,Homme,7,7,3,3,1,1,6,6,1,3,3,6,2
26,Homme,5,7,3,2,2,5,1,7,1,7,7,6,7
50,Homme,7,5,7,1,2,4,7,2,6,1,4,7,3
12,Homme,2,5,4,6,2,5,5,5,2,5,7,5,1
38,Femme,4,1,5,4,3,2,1,7,3,4,3,7,1
22,Homme,4,2,3,3,5,1,3,7,3,7,7,1,6
65,Homme,7,3,2,3,1,6,7,7,1,1,1,7,2
45,Femme,1,5,5,5,3,7,4,1,7,1,7,3,2
38,Homme,4,4,7,4,7,4,6,6,2,6,5,4,6
51,Homme,3,6,5,1,3,3,6,5,6,1,1,1,2
15,Homme,2,4,5,7,2,5,2,1,1,1,4,5,4
54,Homme,5,6,5,5,2,4,3,2,2,6,4,4,3
62,Homme,3,6,5,1,6,1,1,3,6,5,2,5,1
25,Femme,1,7,6,4,2,4,7,2,3,6,7,1,4
16,Femme,7,1,7,3,1,1,6,6,5,6,6,7,2
39,Homme,7,1,4,4,7,3,3,6,1,4,6,4,3
47,Homme,6,2,1,1,5,4,3,5,5,4,1,5,6
36,Femme,2,5,7,5,4,6,3,3,5,6,1,7,5
51,Homme,3,4,2,2,1,2,3,2,7,7,6,3,2
69,Femme,5,1,5,6,2,2,5,4,7,1,1,2,2
13,Femme,7,4,2,7,4,1,6,3,4,7,6,1,6
53,Homme,4,6,3,6,2,2,7,1,6,4,4,2,5
12,Homme,1,3,2,4,6,3,3,6,6,7,3,3,4
35,Homme,3,3,4,4,2,7,4,7,2,7,4,5,6
53,Femme,2,6,3,7,6,6,3,2,4,7,6,1,5
35,Femme,7,2,7,2,1,5,2,6,6,1,6,3,1
69,Homme,3,2,7,3,5,2,4,7,6,1,2,6,5
22,Homme,7,7,5,2,4,6,4,4,5,6,5,7,4
65,Homme,2,6,4,3,4,1,2,4,5,5,4,7,1
50,Femme,2,7,7,1,6,7,2,6,4,4,7,2,6
63,Femme,6,1,5,1,5,2,4,7,4,7,5,3,5
42,Homme,4,3,7,1,7,6,1,2,3,4,2,1,4
40,Homme,3,2,3,7,2,2,2,3,3,2,7,1,7
32,Femme,2,3,1,1,3,2,7,2,2,1,2,4,1
18,Homme,1,4,4,6,3,6,1,6,5,6,3,2,2
46,Homme,3,1,2,2,5,6,5,4,1,6,6,2,4
66,Homme,4,5,6,6,4,2,2,7,3,4,7,1,2
60,Homme,4,5,1,5,3,6,2,1,3,3,1,7,5
55,Homme,3,1,6,4,3,7,6,6,5,1,2,1,2
56,Homme,6,4,5,1,5,3,5,4,4,7,4,6,3
51,Homme,7,6,4,2,5,5,3,2,4,3,3,7,2
15,Homme,5,2,6,2,3,1,1,4,5,3,5,6,1
17,Homme,2,5,4,1,7,3,4,6,5,3,3,2,1
27,Homme,6,3,3,1,6,7,7,6,1,6,1,1,6
16,Homme,6,6,6,2,3,4,2,6,2,7,3,7,5
18,Femme,3,7,6,5,5,2,4,4,6,3,5,1,5
36,Femme,5,2,6,1,6,7,1,5,1,2,7,6,6
35,Homme,2,3,5,2,2,3,4,3,7,7,6,1,7
65,Homme,2,7,2,4,2,4,1,1,7,6,1,5,3
18,Homme,7,6,6,7,3,5,1,2,7,2,5,1,6
54,Homme,1,3,7,2,7,4,7,5,7,2,3,3,6
56,Homme,3,4,1,2,3,4,4,5,7,1,1,1,2
39,Femme,4,4,5,1,6,4,6,1,6,3,6,5,2
24,Homme,3,7,7,7,7,1,6,5,2,1,1,1,7
28,Homme,7,7,2,3,6,2,3,1,5,3,1,4,1
32,Homme,7,7,3,7,4,4,3,2,2,5,7,6,4
45,Homme,1,4,3,1,7,5,3,3,2,6,6,3,4
69,Homme,3,2,3,2,7,6,5,6,5,4,5,2,6
20,Femme,6,3,1,1,1,5,5,4,5,7,6,7,3
51,Homme,7,4,2,2,4,1,4,7,7,2,4,2,4
33,Homme,1,1,7,5,1,2,7,1,7,6,1,2,3
69,Homme,6,1,5,5,1,4,2,4,7,7,1,5,2
28,Femme,1,4,4,4,2,4,1,2,5,6,2,4,6
37,Homme,6,4,1,4,1,5,6,2,6,5,6,4,7
16,Homme,7,6,7,6,6,1,5,2,7,2,1,2,4
26,Femme,3,7,6,6,7,7,6,7,3,6,4,4,1
37,Homme,6,1,6,6,2,3,6,3,6,3,5,6,6
20,Homme,4,6,5,3,6,7,2,5,1,7,2,1,4
42,Homme,1,6,6,3,6,5,2,4,1,3,6,2,1
45,Homme,3,1,7,6,2,5,6,3,1,5,4,6,2
20,Homme,4,3,6,2,1,2,6,5,3,2,4,4,6
62,Homme,1,3,1,7,6,1,2,2,6,2,1,6,6
64,Homme,1,1,7,1,5,2,3,5,4,2,5,2,6
36,Homme,2,1,1,5,3,1,4,2,2,6,6,1,7
47,Homme,4,2,1,1,7,2,6,6,7,4,3,3,5
20,Homme,6,3,5,4,6,2,3,2,1,3,4,2,5
40,Femme,4,3,6,4,6,6,3,3,7,6,1,4,3
45,Femme,6,3,6,7,6,5,7,5,2,6,1,6,4
64,Homme,3,3,7,6,7,4,6,5,6,6,6,4,4
39,Homme,5,3,7,3,2,3,4,3,1,3,5,4,5
51,Homme,1,4,6,5,4,3,6,1,1,5,6,2,1
26,Homme,1,4,3,4,7,3,4,2,1,3,4,4,4
13,Homme,7,2,5,2,5,1,6,5,6,6,7,2,7
66,Homme,5,4,2,6,3,5,3,6,2,1,6,4,1
53,Homme,2,1,5,4,3,7,2,6,7,4,1,1,5
29,Femme,4,4,2,3,4,3,6,6,4,2,2,3,1
27,Homme,5,5,6,4,2,6,3,4,6,7,6,7,3
31,Femme,3,7,5,5,2,2,4,5,4,5,6,2,5
13,Homme,6,1,1,4,6,3,7,4,2,5,6,2,3
17,Homme,1,3,5,5,3,3,2,1,4,4,2,1,7
26,Femme,4,7,6,1,5,7,5,2,7,7,6,3,1
36,Homme,5,6,3,2,2,6,5,4,7,1,7,4,6
52,Femme,6,7,5,7,6,6,6,2,7,3,1,1,5
54,Homme,2,2,7,1,7,7,2,3,7,3,7,7,6
59,Homme,1,4,2,2,7,3,6,2,5,7,4,4,4
47,Femme,6,2,5,5,1,6,6,1,1,2,1,4,5
39,Homme,7,6,6,2,7,2,7,7,5,2,5,2,1
66,Homme,2,5,3,7,5,6,7,3,3,7,2,1,3
27,Homme,4,6,1,1,7,3,3,6,3,3,3,4,7
67,Homme,5,5,7,1,6,7,4,5,1,5,5,6,5
53,Homme,1,1,5,3,1,2,7,5,6,2,6,4,7
65,Homme,1,2,3,3,5,7,5,7,2,7,6,4,7
30,Homme,2,7,6,5,6,5,3,4,1,4,2,6,7
58,Homme,5,1,1,4,2,7,6,7,3,3,5,1,7
48,Femme,4,3,6,3,7,2,4,1,1,3,7,2,7
33,Homme,2,2,2,6,7,5,2,4,2,1,4,6,6
51,Homme,4,1,7,3,5,6,3,3,3,5,1,1,2
61,Femme,2,5,1,7,6,2,7,2,7,7,2,3,1
64,Homme,1,5,6,3,1,1,4,1,3,2,4,6,6
13,Homme,3,1,5,3,2,2,5,5,5,2,3,1,1
68,Homme,7,5,1,6,7,5,5,5,2,2,5,6,2
31,Homme,7,2,7,1,7,7,3,3,1,6,3,1,1
32,Homme,3,7,1,6,3,4,2,3,6,6,2,5,7
44,Femme,5,7,6,7,3,7,4,3,4,2,7,4,2
29,Femme,2,4,4,3,6,3,2,2,7,3,2,4,6
29,Femme,3,1,2,6,5,6,7,5,4,4,7,5,2
39,Homme,4,7,4,4,3,1,1,7,6,4,7,7,2
44,Homme,6,1,4,4,6,7,2,2,4,4,3,1,1
32,Femme,5,5,6,7,1,2,7,7,3,1,3,6,4
62,Femme,7,1,3,3,4,1,3,6,5,6,4,4,1
54,Homme,5,4,2,6,3,2,6,6,2,7,6,3,5
50,Homme,5,1,7,6,6,7,3,7,4,6,6,7,2
36,Homme,6,2,1,1,1,7,3,5,4,5,5,3,5
57,Femme,2,2,4,5,7,3,7,7,7,1,7,5,5
65,Homme,6,3,6,1,1,1,2,5,4,2,7,4,4
29,Femme,7,2,5,6,6,6,4,5,7,2,2,7,7
56,Homme,3,2,2,1,7,1,7,7,4,1,1,6,3
51,Homme,1,1,7,3,6,7,6,3,1,5,5,4,4
64,Homme,1,4,5,1,2,4,4,4,4,6,4,7,7
68,Homme,7,5,4,7,2,3,5,5,7,6,1,1,2
69,Homme,6,5,2,4,1,6,3,3,3,4,1,5,1
21,Homme,7,6,6,6,6,4,4,1,1,5,2,7,6
42,Homme,2,5,6,7,1,5,2,7,5,7,3,4,6
67,Homme,1,3,7,7,5,7,1,1,1,1,6,4,5
39,Femme,2,2,3,4,2,6,3,7,3,3,7,5,2
28,Homme,6,5,3,2,1,7,2,6,4,2,7,1,3
34,Homme,4,7,6,1,2,7,1,4,4,5,2,1,1
65,Homme,2,4,7,7,1,4,5,5,4,2,5,1,4
13,Homme,4,5,6,3,6,3,5,1,3,5,5,6,3
44,Femme,7,5,4,2,6,3,7,5,5,7,1,4,3
21,Homme,7,7,7,5,1,7,4,2,6,1,2,1,4
66,Homme,7,1,4,3,7,4,7,4,2,7,4,5,4
15,Homme,1,2,4,5,7,5,1,1,1,2,5,6,2
18,Femme,4,5,3,7,3,1,4,7,5,5,5,7,6
21,Homme,5,1,1,3,4,4,5,2,4,6,2,2,1
65,Homme,1,1,5,4,5,4,4,7,7,6,3,1,5
65,Homme,5,1,5,2,7,4,1,1,7,2,6,2,3
13,Homme,2,3,6,7,2,3,2,4,5,6,4,5,1
67,Homme,5,2,2,4,5,1,3,3,7,2,2,6,2
38,Homme,2,3,6,7,7,6,5,4,2,1,4,1,7
46,Homme,3,6,7,6,6,3,3,7,4,1,1,1,7
66,Homme,3,1,1,2,7,7,3,2,1,6,3,2,3
53,Homme,2,1,7,6,6,1,6,7,3,1,6,3,6
70,Homme,3,7,1,5,4,5,6,3,1,2,2,7,1
53,Femme,3,5,3,4,7,2,2,6,2,2,6,1,4
60,Femme,6,4,4,5,4,6,6,4,5,1,6,7,2
27,Femme,6,6,3,6,5,6,6,4,4,2,2,4,1
21,Homme,5,6,5,5,1,1,5,7,7,4,6,5,6
55,Homme,1,6,4,7,2,1,4,4,5,3,7,6,1
70,Homme,6,6,1,5,5,1,1,1,6,1,3,4,6
22,Homme,2,1,1,2,3,4,3,1,1,3,7,6,6
27,Homme,5,5,1,3,4,2,1,1,6,1,3,4,6
69,Homme,6,1,5,3,5,7,2,3,4,7,3,3,5
30,Femme,6,2,6,5,5,1,2,2,7,3,4,7,7
69,Femme,7,4,4,6,4,6,6,7,4,6,1,2,1
55,Femme,1,4,6,6,6,3,4,5,6,1,2,5,7
48,Femme,4,7,7,4,3,7,3,4,3,5,1,7,5
42,Homme,1,7,1,7,5,6,5,7,6,7,6,1,7
14,Femme,4,2,1,6,2,2,7,2,1,6,6,4,3
28,Homme,4,4,5,2,4,1,4,6,3,4,5,4,2
47,Homme,4,5,4,6,7,4,4,6,5,4,2,2,7
28,Homme,5,1,5,5,6,4,7,1,1,4,5,6,2
61,Femme,1,6,7,6,3,6,2,4,1,2,7,3,2
70,Femme,5,2,2,3,7,2,7,3,3,5,6,2,1
18,Homme,3,6,2,3,6,7,3,5,7,5,2,6,3
23,Homme,5,4,6,7,5,5,5,5,4,7,2,4,6
49,Homme,5,2,6,2,4,4,2,3,1,3,5,6,2
57,Femme,6,5,2,4,4,2,3,5,3,1,1,1,7
16,Homme,4,3,4,2,3,4,5,3,3,3,4,5,3
49,Homme,1,7,7,5,6,3,5,6,1,6,3,5,2
40,Homme,3,1,5,1,5,2,4,1,6,2,4,4,2
33,Homme,5,5,4,4,6,2,6,3,1,4,5,3,4
34,Homme,7,5,4,2,5,6,1,7,3,2,2,3,4
61,Homme,7,5,4,7,1,6,7,7,1,4,1,6,1
49,Femme,5,4,7,1,3,4,2,4,3,2,6,4,3
18,Femme,3,2,1,7,1,3,2,3,5,5,5,5,5
28,Homme,3,4,4,1,3,6,6,4,2,5,7,5,1
24,Homme,5,5,1,5,5,5,7,2,2,4,3,2,1
38,Homme,2,6,1,3,5,7,3,4,7,4,4,2,5
21,Femme,7,4,5,2,2,7,3,3,1,4,2,2,2
32,Homme,1,6,6,7,1,5,1,5,5,6,7,2,3
43,Homme,4,5,3,2,4,3,6,1,7,4,5,7,3
30,Homme,6,3,7,6,5,3,3,5,6,6,3,7,6
25,Homme,5,6,1,7,2,4,2,4,4,5,6,5,7
37,Homme,3,7,6,2,3,6,5,1,4,2,1,6,5
38,Homme,6,1,3,1,4,4,4,7,1,2,3,6,3
17,Femme,5,2,1,7,4,4,4,4,1,7,4,3,5
17,Homme,5,6,6,6,5,2,2,2,5,6,6,7,4
67,Femme,7,7,3,1,6,7,6,3,3,7,5,3,2
24,Homme,7,5,4,5,3,5,6,5,1,7,3,6,5
59,Femme,2,1,2,6,6,1,4,2,2,1,6,2,6
22,Homme,6,7,5,5,7,6,5,3,2,4,4,4,6
65,Homme,7,4,7,1,5,5,5,3,1,1,3,2,2
